OrderId,OrderItemId,ProductType,ProductItem,ProductPeriod,ProductDetails,ProductStorage
50258,3,BAKERY,"Pies, fruit",1 week,,REFRIGERATED
50258,4,CONDIMENTS,"Horseradish, in jar",12 months,unopened,SHELF
50258,5,BAKERY,"Cookies, bakery or homemade",8-12 months,,FROZEN
50258,6,FROZEN_ITEM,"Fruit such as berries, melons",4-6 months,,FROZEN
50258,7,BAKING,Chocolate syrup,2 years,unopened,SHELF
50258,8,VEGETABLES,Okra,10-12 months,,FROZEN
50258,9,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,unopened,REFRIGERATED
50258,10,BAKERY,"Rolls, filled, meat or vegetables",3-4 days,,REFRIGERATED
50258,11,SHELF_ITEM,"Gravy, dry gravy mixes",2 years,unopened,SHELF
50258,12,FRESH_MEAT,Cooked meats (after home cooking),2-3 months,,FROZEN
50258,13,BAKERY,"Cakes, made from mix",4 months,,FROZEN
50259,1,BAKING,"Cake, Brownie, Bread Mixes",Pkg use-by date,opened,SHELF
50259,2,SHELF_ITEM,"Fruits, dried",1 month,opened,SHELF
50259,3,SOY,"Soy or rice beverage, soy beverage powders",3-4 months,opened,SHELF
50259,4,FRUIT,Apricots,2-3 days,,REFRIGERATED
50259,5,FRUIT,"Pears, Plums",3-5 days,,SHELF
50259,6,PROCESSED_MEAT,"Sausage, hard, dry (pepperoni), sliced",1-2 months,,FROZEN
50259,7,SHELF_ITEM,"Shortening, solid",3 months,opened,SHELF
50259,8,SOY,Tofu,1 week,,REFRIGERATED
50259,9,FROZEN_ITEM,"Sherbet, sorbet",2-4 months,,FROZEN
50259,10,BAKERY,"Cakes, pound cake",1 week,,REFRIGERATED
50259,11,SHELF_ITEM,"Sugar, confectioners",18 months,,SHELF
50260,1,SHELLFISH,Live lobsters,1-2 days,,REFRIGERATED
50260,2,SOY,"Soy or rice beverage, soy flour, de-fatted, low-fat",1 year,opened,SHELF
50260,3,SHELF_ITEM,"Tea, loose",2 years,unopened,SHELF
50260,4,BAKERY,"Pies, mincemeat",1 week,,REFRIGERATED
50260,5,VEGETABLES,Cauliflower,3-5 days,,REFRIGERATED
50260,6,SHELF_ITEM,"Spices, whole",2-4 years,unopened,SHELF
50260,7,VEGETABLES,Greens,1-2 days,,REFRIGERATED
50260,8,BAKERY,"Pies, pecan",3-4 days,,REFRIGERATED
50260,9,FRUIT,Grapes,1 week,,REFRIGERATED
50260,10,DIARY,"Cream, whipping, ultrapasteurized",1 month,,REFRIGERATED
50260,11,BAKERY,"Rolls, yeast, baked",2 months,,FROZEN
50260,12,VEGETABLES,"Peppers, bell or chile",6-8 months,,FROZEN
50260,13,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, bottles",3 mos. after date,unopened,SHELF
50261,1,FROZEN_ITEM,"Burritos, sandwiches",2 months,,FROZEN
50261,2,SHELF_ITEM,"Juice, boxes",8-12 days,opened,REFRIGERATED
50261,3,BAKING,"Frosting, Frosting mixes",12 months,unopened,SHELF
50261,4,SHELF_ITEM,"Tea, bags",18 months,unopened,SHELF
50261,5,VEGETABLES,Cabbage,1-2 weeks,,REFRIGERATED
50261,6,SHELLFISH,"Crab meat, fresh",1-2 days,,REFRIGERATED
50261,7,CRACKERS,Crackers,3-4 months,opened,REFRIGERATED
50261,8,CONDIMENTS,Pickles,12 months,unopened,SHELF
50261,9,PROCESSED_POULTRY,Cooked poultry dishes,3-4 days,,REFRIGERATED
50261,10,VEGETABLES,Ginger Root,1-2 days,,SHELF
50261,11,VEGETABLES,"Artichokes, whole",,Do not freeze,FROZEN
50261,12,SHELF_ITEM,"Bacon Bits, Imitation",4 months,unopened,SHELF
50262,1,SHELF_ITEM,Molasses,6 months,opened,SHELF
50262,2,PROCESSED_MEAT,"Hot dogs, sealed in package",2 weeks,,REFRIGERATED
50262,3,FRUIT,Citrus Fruit,10 days,,SHELF
50262,4,BAKERY,"Pies, pecan",2 hours,,SHELF
50262,5,DOUGH,Cookie dough,2 months,,FROZEN
50262,6,SHELLFISH,"Crab meat, fresh",1-2 days,,REFRIGERATED
50262,7,SHELF_ITEM,"Coffee, whole beans",1-3 weeks,unopened,SHELF
50262,8,BAKERY,"Pies, pumpkin",2 hours,,SHELF
50262,9,FRUIT,Kiwi Fruit,3-4 days,,REFRIGERATED
50262,10,SHELF_ITEM,"Cereal, ready-to-eat",6-12 months,unopened,SHELF
50262,11,COOKIES,"Cookies, packaged",2 months,unopened,SHELF
50262,12,DELI_ITEM,Commercial brand vacuum packed dinners with USDA seal,2 weeks,,REFRIGERATED
50262,13,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",1-2 days,,REFRIGERATED
50262,14,BAKERY,"Cakes, pound cake",1 week,,REFRIGERATED
50263,1,BAKING,"Cornmeal, stone ground or blue",1 month,unopened,SHELF
50263,2,BAKERY,"Pies, pumpkin",2 hours,,SHELF
50263,3,FISH,Surimi seafood,package date,,REFRIGERATED
50263,4,SHELF_ITEM,Dry egg noodles,1-2 months,opened,SHELF
50263,5,BAKERY,"Cakes, made from mix",4 months,,FROZEN
50263,6,FRUIT,Bananas,2 days,skin will blacken,REFRIGERATED
50263,7,VEGETABLES,Okra,2-3 days,,REFRIGERATED
50263,8,SHELF_ITEM,"Yeast, dry, packets and jars",Use by date,unopened,SHELF
50263,9,PROCESSED_POULTRY,"Lunch meats, after opening",1-2 months,,FROZEN
50263,10,SOY,"Soy or rice beverage, Re-hydrated TSP",3-4 months,unopened,SHELF
50263,11,BAKERY,Quiche,3-4 days,,REFRIGERATED
50263,12,BAKING,"Cornmeal, stone ground or blue",1 month,unopened,SHELF
50263,13,SHELF_ITEM,"Lentils, dried",12 months,opened,SHELF
50263,14,BAKERY,"Pies, chiffon",1-2 days,,REFRIGERATED
50264,1,DELI_ITEM,Pudding,Package date,unopened,REFRIGERATED
50264,2,DELI_ITEM,"Chicken, rotisserie or fried",4 months,,FROZEN
50264,3,FISH,"Lean fish (cod, flounder, haddock, halibut, sole, etc.)",1-2 days,,REFRIGERATED
50264,4,DELI_ITEM,"Cheese, soft (such as brie, bel paese, goat cheese, fresh mozzarella)",1 week,,REFRIGERATED
50264,5,SHELF_ITEM,"Garlic, commercial jars",8 months,unopened,SHELF
50264,6,DIARY,"Aerosol can, nondairy topping",,Do not freeze,FROZEN
50264,7,SHELF_ITEM,"Gravy, jars and cans",2-5 years,unopened,SHELF
50264,8,DIARY,"Cheese, processed slices",,Do not freeze,FROZEN
50264,9,SHELF_ITEM,"Canned goods, high acid (such as juices, fruit, pickles, sauerkraut, tomato soup, and foods in vinegar-based sauce)",5-7 days,opened,REFRIGERATED
50264,10,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",3-4 days,,REFRIGERATED
50264,11,SOY,Tofu,5 months,,FROZEN
50264,12,PROCESSED_MEAT,Bacon,1 month,,FROZEN
50265,1,BAKERY,Muffins,1 week,,REFRIGERATED
50265,2,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",,Do not freeze,FROZEN
50265,3,FRUIT,Grapes,1 month,Whole,FROZEN
50265,4,SHELF_ITEM,"Spices, ground",2-3 years,unopened,SHELF
50265,5,BAKERY,"Rolls, yeast, baked",2 months,,FROZEN
50265,6,BAKERY,"Pastries, danish",1 week,,REFRIGERATED
50265,7,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",3-4 months,,FROZEN
50265,8,FRUIT,Kiwi Fruit,,Do not freeze,FROZEN
50265,9,DIARY,Cream cheese,2 weeks,,REFRIGERATED
50265,10,FROZEN_ITEM,"Topping, whipped",2 weeks,,THAWED
50265,11,FROZEN_ITEM,"Bread Dough, commercial",Use-by date,,FROZEN
50265,12,VEGETABLES,Asparagus,3-4 days,,REFRIGERATED
50265,13,SHELLFISH,"Live clams, mussels, crab and oysters",2-3 months,,FROZEN
50265,14,SHELF_ITEM,"Potatoes, instant",6-12 months,opened,SHELF
50266,1,SOY,Tofu,1 week,,REFRIGERATED
50266,2,DIARY,Yogurt,1-2 months,,FROZEN
50266,3,FRESH_POULTRY,Giblets,3-4 months,,FROZEN
50266,4,SMOKEDFISH,Herring,3-4 days,,REFRIGERATED
50266,5,DIARY,Cream cheese,2 weeks,,REFRIGERATED
50266,6,CONDIMENTS,Mustard,12 months,opened,REFRIGERATED
50266,7,SOY,Tofu,5 months,,FROZEN
50266,8,FROZEN_ITEM,Bagels,1-2 weeks,,THAWED
50266,9,SHELF_ITEM,"Bacon Bits, Imitation",refer to jar,opened,REFRIGERATED
50266,10,SHELF_ITEM,Worcestershire Sauce,1 year,opened,SHELF
50266,11,DIARY,"Egg substitutes, liquid",3 days,opened,REFRIGERATED
50266,12,PROCESSED_MEAT,"Corned beef, in pouch with pickling juices",5-7 days,,REFRIGERATED
50266,13,SHELF_ITEM,"Syrup, genuine or real maple",12 months,opened,REFRIGERATED
50266,14,DIARY,"Cream, whipping, ultrapasteurized",,Do not freeze,FROZEN
50267,1,BAKERY,"Cakes, fruit cake",1 month,,SHELF
50267,2,SMOKEDFISH,"Salmon, whitefish, cold-smoked",2 months,,FROZEN
50267,3,SHELF_ITEM,Worcestershire Sauce,1 year,opened,SHELF
50267,4,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 days,,REFRIGERATED
50267,5,SHELF_ITEM,"Garlic, chopped",18 months,unopened,SHELF
50267,6,SHELF_ITEM,"Fruits, dried",1 month,opened,SHELF
50267,7,VEGETABLES,"Lettuce, iceberg",,Do not freeze,FROZEN
50267,8,VEGETABLES,Cauliflower,10-12 months,,FROZEN
50267,9,SHELF_ITEM,"Herbs, dried",1 year,"Cool, dark place",SHELF
50267,10,VEGETABLES,"Beans, green or wax",8 months,,FROZEN
50267,11,BEVERAGES,"Juice in cartons, fruit drinks, punch",8-12 months,,FROZEN
50267,12,SHELLFISH,"Shrimp, scallops, crayfish, squid",3-6 months,,FROZEN
50268,1,DELI_ITEM,Pudding,2 days,opened,REFRIGERATED
50268,2,SHELF_ITEM,"Pasta, dry, without eggs",2 years,unopened,SHELF
50268,3,CRACKERS,Crackers,3-4 months,opened,FROZEN
50268,4,FROZEN_ITEM,Bagels,2 months,,FROZEN
50268,5,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, bottles",2-3 days,opened,REFRIGERATED
50268,6,BAKERY,"Cakes, chocolate",1 week,,REFRIGERATED
50268,7,VEGETABLES,Potatoes,10-12 months,Cooked and mashed,FROZEN
50268,8,FRESH_MEAT,Cooked meats (after home cooking),2-3 months,,FROZEN
50268,9,SHELF_ITEM,"Cereal, cook before eating (oatmeal, etc.)",6-12 months,opened,SHELF
50268,10,FRUIT,Kiwi Fruit,,Do not freeze,FROZEN
50268,11,SHELF_ITEM,Commercially microwave packets,1-2 days,popped,SHELF
50268,12,FRUIT,Avocados,Until ripe,,SHELF
50268,13,DIARY,"Parmesan, shredded",1 month,opened,REFRIGERATED
50268,14,SHELF_ITEM,"Syrup, genuine or real maple",12 months,unopened,SHELF
50269,1,FRUIT,Kiwi Fruit,Until ripe,,SHELF
50269,2,PROCESSED_MEAT,"Lunch meats, sealed in package",1-2 months,,FROZEN
50269,3,CONDIMENTS,Mustard,1 month,opened,SHELF
50269,4,SHELF_ITEM,Vinegar,12 months,opened,SHELF
50269,5,SHELF_ITEM,"Jerky, commercially dried",2-3 months,opened,REFRIGERATED
50269,6,FROZEN_ITEM,"Topping, whipped",6 months,,FROZEN
50269,7,PROCESSED_MEAT,"Hot dogs, sealed in package",2 weeks,,REFRIGERATED
50269,8,BAKERY,"Cookies, bakery or homemade",8-12 months,,FROZEN
50269,9,SHELF_ITEM,"Gravy, dry gravy mixes",1-2 days,opened,REFRIGERATED
50269,10,VEGETABLES,"Peppers, bell or chile",4-5 days,,REFRIGERATED
50269,11,SHELF_ITEM,"Popcorn, dry kernels in jar",2 years,unopened,SHELF
50269,12,VEGETABLES,"Squash, winter",2 weeks,,REFRIGERATED
50269,13,SHELF_ITEM,"Garlic, commercial jars",date on jar,opened,REFRIGERATED
50270,1,VEGETABLES,"Broccoli, raab, rapini",3-5 days,,REFRIGERATED
50270,2,SHELF_ITEM,"Garlic, chopped",date on jar,opened,REFRIGERATED
50270,3,VEGETABLES,Potatoes,10-12 months,Cooked and mashed,FROZEN
50270,4,FRUIT,Citrus Fruit,,Do not freeze,FROZEN
50270,5,SHELLFISH,"Crab legs, king, dungeness, snow",5 days,,REFRIGERATED
50270,6,DOUGH,Cookie dough,Use by date,opened,REFRIGERATED
50270,7,FRUIT,Citrus Fruit,,Do not freeze,FROZEN
50270,8,BAKERY,"Cookies, bakery or homemade",8-12 months,,FROZEN
50270,9,FRUIT,Kiwi Fruit,3-4 days,,REFRIGERATED
50270,10,FRUIT,Citrus Fruit,,Do not freeze,FROZEN
50270,11,SHELF_ITEM,Vinegar,12 months,opened,SHELF
50270,12,SHELLFISH,"Crab legs, king, dungeness, snow",5 days,,REFRIGERATED
50270,13,SHELLFISH,"Crab meat, pasteurized",3-5 days,opened,REFRIGERATED
50270,14,BAKERY,"Pies, fruit",1 week,,REFRIGERATED
50270,15,FISH,"Lean fish (cod, flounder, haddock, halibut, sole, etc.)",6-8 months,,FROZEN
50271,1,BAKERY,"Pies, pecan",3-4 days,,REFRIGERATED
50271,2,CRACKERS,Crackers,3-4 months,opened,FROZEN
50271,3,SHELF_ITEM,"Gravy, jars and cans",1-2 days,opened,REFRIGERATED
50271,4,COOKIES,"Cookies, packaged",4 weeks,opened,SHELF
50271,5,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,,FROZEN
50271,6,BAKERY,"Cakes, angel food",2 months,,FROZEN
50271,7,PROCESSED_MEAT,"Ham, fully cooked, whole",1 week,,REFRIGERATED
50271,8,BAKERY,"Rolls, filled, meat or vegetables",2 hours,,SHELF
50271,9,SHELF_ITEM,"Yeast, dry, packets and jars",Use by date,opened,REFRIGERATED
50271,10,DELI_ITEM,"Cheese, soft (such as brie, bel paese, goat cheese, fresh mozzarella)",1 week,,REFRIGERATED
50271,11,FROZEN_ITEM,"Fish, raw",1-2 days,,THAWED
50271,12,SHELF_ITEM,"Herbs, dried",1-2 years,unopened,SHELF
50271,13,DIARY,Kefir (fermented milk),1-2 days,opened,REFRIGERATED
50271,14,PROCESSED_MEAT,"Ham, fully cooked, slices or half",3-4 days,,REFRIGERATED
50271,15,SHELF_ITEM,"Bacon Bits, Imitation",4 months,unopened,SHELF
50271,16,FROZEN_ITEM,Bagels,1-2 weeks,,THAWED
50271,17,FRUIT,Grapes,1 day,,SHELF
50271,18,BAKERY,"Pies, pumpkin",3-4 days,,REFRIGERATED
50272,1,SOY,"Soy or rice beverage, shelf stable",7-10 days,opened,REFRIGERATED
50272,2,DELI_ITEM,"Salads containing meat, fish, poultry or eggs",3-4 days,,REFRIGERATED
50272,3,BAKING,"Cornmeal, regular, degerminated",12 months,opened,REFRIGERATED
50272,4,BAKERY,"Doughnuts, glazed or cake",1 week,G,REFRIGERATED
50272,5,SHELF_ITEM,"Tea, bags",12 months,opened,SHELF
50272,6,DELI_ITEM,"Cheese, soft (such as brie, bel paese, goat cheese, fresh mozzarella)",1 week,,REFRIGERATED
50272,7,DIARY,"Eggs, raw whites, yolks*",2-4 days,,REFRIGERATED
50272,8,DIARY,Cream cheese,2 weeks,,REFRIGERATED
50272,9,SOY,"Soy or rice beverage, soy flour, full-fat",2 months,unopened,SHELF
50272,10,VEGETABLES,"Parsley, cilantro",1 week,,REFRIGERATED
50272,11,VEGETABLES,Greens,10-12 months,,FROZEN
50272,12,SHELLFISH,"Crab legs, king, dungeness, snow",5 days,,REFRIGERATED
50273,1,FRUIT,"Peaches, nectarines",2 months,"Sliced, lemon juice & sugar",FROZEN
50273,2,BAKERY,Cheesecake,1 week,,REFRIGERATED
50273,3,BAKERY,"Doughnuts, glazed or cake",1 month,,FROZEN
50273,4,DIARY,Butter,6-9 months,,FROZEN
50273,5,FISH,"Lean fish (pollock, ocean perch, rockfish, sea trout)",1-2 days,,REFRIGERATED
50273,6,PROCESSED_POULTRY,Ground turkey or chicken,1-2 days,,REFRIGERATED
50273,7,FROZEN_ITEM,"Burritos, sandwiches",2 months,,FROZEN
50273,8,DIARY,Yogurt,7-14 days,,REFRIGERATED
50273,9,DIARY,"Whipped, sweetened",1-2 months,,FROZEN
50273,10,BAKERY,"Pies, pumpkin",1-2 months,,FROZEN
50273,11,SOY,"Soy or rice beverage, Textured soy protein (TSP)",3-4 months,opened,SHELF
50274,1,SHELF_ITEM,"Coffee, whole beans",1-3 weeks,unopened,SHELF
50274,2,VEGETABLES,Corn on the cob,8 months,,FROZEN
50274,3,BAKING,Baking soda,18 months,unopened,SHELF
50274,4,FRUIT,Kiwi Fruit,,Do not freeze,FROZEN
50274,5,SHELF_ITEM,Commercially popped in bags,2-3 months,unopened,SHELF
50274,6,DELI_ITEM,Meats covered with gravy or broth,1-2 days,,REFRIGERATED
50274,7,DIARY,"Cream, whipping, ultrapasteurized",,Do not freeze,FROZEN
50274,8,SHELLFISH,"Cooked shellfish, all",3-4 days,,REFRIGERATED
50274,9,SHELF_ITEM,"Oils, olive or vegetable",1-3 months,opened,SHELF
50274,10,SHELF_ITEM,"Garlic, commercial jars",date on jar,opened,REFRIGERATED
50274,11,DELI_ITEM,"Chicken, rotisserie or fried",3-4 days,,REFRIGERATED
50274,12,SHELLFISH,Live lobsters,2-3 months,,FROZEN
50274,13,BAKERY,"Cakes, made from mix",3-4 days,,SHELF
50274,14,DIARY,Margarine,6 months,,REFRIGERATED
50274,15,SHELF_ITEM,"Nuts, jars or cans",9-12 months,opened,FROZEN
50274,16,BAKERY,"Pastries, danish",2 months,,FROZEN
50274,17,PROCESSED_MEAT,"Corned beef, in pouch with pickling juices",1 month,,FROZEN
50275,1,PROCESSED_MEAT,"Hot dogs, sealed in package",1-2 months,,FROZEN
50275,2,CRACKERS,Crackers,3-4 months,opened,FROZEN
50275,3,BAKERY,"Doughnuts, glazed or cake",1-2 days,,SHELF
50275,4,BAKERY,"Pastries, danish",1-2 days,,SHELF
50275,5,BAKING,Baking powder,6 months,unopened,SHELF
50275,6,FROZEN_ITEM,"Shrimp, shellfish",12 months,,FROZEN
50275,7,SHELF_ITEM,"Canned goods, low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)",2-5 years,unopened,SHELF
50275,8,DIARY,Yogurt,7-14 days,,REFRIGERATED
50275,9,FROZEN_ITEM,"Sausages, uncooked",1-2 months,,FROZEN
50275,10,PROCESSED_POULTRY,"Chicken nuggets, patties",1-3 months,,FROZEN
50275,11,SHELF_ITEM,"Sugar, brown",4 months,,SHELF
50275,12,SHELF_ITEM,"Beans, Dried",12 months,unopened,SHELF
50275,13,CONDIMENTS,Pickles,1-2 weeks,opened,REFRIGERATED
50275,14,SHELF_ITEM,"Bacon Bits, Imitation",4 months,opened,SHELF
50276,1,DIARY,"Eggs, in shell",,Do not freeze,FROZEN
50276,2,SHELF_ITEM,Commercially popped in bags,2-3 months,unopened,SHELF
50276,3,VEGETABLES,"Squash, winter",10-12 months,,FROZEN
50276,4,BAKERY,"Pies, chiffon",1-2 days,,REFRIGERATED
50276,5,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",2 years,unopened,SHELF
50276,6,FROZEN_ITEM,Tempeh,12 months,,FROZEN
50276,7,SHELF_ITEM,Potato chips,1-2 weeks,opened,SHELF
50276,8,FRUIT,Melons,3-4 days,,REFRIGERATED
50276,9,BAKING,"Frosting, canned",10 months,unopened,SHELF
50276,10,FROZEN_ITEM,Bagels,1-2 weeks,,THAWED
50276,11,BAKING,"Flour, whole wheat",6-8 months,opened,REFRIGERATED
50276,12,VEGETABLES,"Herbs, fresh",1-2 months,,FROZEN
50276,13,VEGETABLES,Greens,10-12 months,,FROZEN
50276,14,PROCESSED_POULTRY,Cooked poultry dishes,4-6 months,,FROZEN
50276,15,FRUIT,Citrus Fruit,1-2 weeks,,REFRIGERATED
50276,16,FROZEN_ITEM,"Bread Dough, commercial",Use-by date,,FROZEN
50277,1,SHELF_ITEM,"Jerky, commercially dried",2-3 months,opened,REFRIGERATED
50277,2,PESTO,Pesto or Sala,1-2 months,,FROZEN
50277,3,VEGETABLES,"Artichokes, whole",1-2 days,,SHELF
50277,4,DELI_ITEM,"Cheese, store-sliced, hard cheese such as cheddar or swiss",6 months,,FROZEN
50277,5,FROZEN_ITEM,Soy meat substitutes,12-18 months,,FROZEN
50277,6,PASTA,"Pasta, fresh",2 months,,FROZEN
50277,7,CONDIMENTS,Pickles,12 months,unopened,SHELF
50277,8,SHELF_ITEM,"Tomatoes, sun dried, packed in cellophane",9 months,unopened,SHELF
50277,9,FISH,"Fatty fish (bluefish, mackerel, mullet, salmon, tuna, etc.)",2-3 months,,FROZEN
50277,10,DIARY,"Eggnog, commercial",3-5 days,,REFRIGERATED
50277,11,VEGETABLES,Cauliflower,10-12 months,,FROZEN
50278,1,SHELF_ITEM,"Baby food, jars or cans, fruits & vegetables",2-3 days,opened,REFRIGERATED
50278,2,SHELF_ITEM,"Oils, olive or vegetable",6 months,unopened,SHELF
50278,3,BAKERY,"Cakes, made from mix",3-4 days,,SHELF
50278,4,BAKERY,"Pies, chiffon",1-2 days,,REFRIGERATED
50278,5,SHELF_ITEM,"Cereal, ready-to-eat",6-12 months,unopened,SHELF
50278,6,FISH,"Cooked fish, all",3-4 days,,REFRIGERATED
50278,7,VEGETABLES,"Broccoli, raab, rapini",3-5 days,,REFRIGERATED
50278,8,PESTO,Pesto or Sala,3 days,opened,REFRIGERATED
50278,9,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",3-4 weeks,opened,REFRIGERATED
50278,10,FROZEN_ITEM,Tempeh,12 months,,FROZEN
50278,11,SHELF_ITEM,"Toaster pastries, fruit filled",6 months,unopened,SHELF
50278,12,FISH,"Caviar, fresh, in jar",2 days,opened,REFRIGERATED
50278,13,SHELF_ITEM,Commercially popped in bags,2-3 months,unopened,SHELF
50278,14,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED
50278,15,DIARY,Sour cream,7-21 days,,REFRIGERATED
50278,16,BAKING,"Flour, white",6-12 months,unopened,SHELF
50278,17,SHELF_ITEM,"Lentils, dried",12 months,unopened,SHELF
50279,1,FROZEN_ITEM,"Bread Dough, commercial",Use-by date,,FROZEN
50279,2,FRUIT,Citrus Fruit,10 days,,SHELF
50279,3,DIARY,Pudding,,Do not freeze,FROZEN
50279,4,FROZEN_ITEM,"Topping, whipped",2 weeks,,THAWED
50279,5,SHELF_ITEM,"Nuts, jars or cans",9-12 months,opened,FROZEN
50279,6,SHELF_ITEM,Pudding mixes,12 months,unopened,SHELF
50279,7,CONDIMENTS,Pickles,12 months,unopened,SHELF
50279,8,SHELLFISH,"Cooked shellfish, all",3 months,,FROZEN
50279,9,SHELF_ITEM,"Shortening, solid",3 months,opened,SHELF
50279,10,SHELF_ITEM,"Lentils, dried",12 months,opened,SHELF
50279,11,DELI_ITEM,Meats covered with gravy or broth,1-2 days,,REFRIGERATED
50279,12,FRUIT,"Papaya, mango",1 week,,REFRIGERATED
50279,13,VEGETABLES,Potatoes,10-12 months,Cooked and mashed,FROZEN
50280,1,VEGETABLES,"Squash, summer",4-5 days,,REFRIGERATED
50280,2,FROZEN_ITEM,"Sherbet, sorbet",2-4 months,,FROZEN
50280,3,COOKIES,"Cookies, packaged",2 months,unopened,SHELF
50280,4,BAKERY,Cheesecake,2-3 months,,FROZEN
50280,5,DELI_ITEM,"Cheese, store-sliced, hard cheese such as cheddar or swiss",6 months,,FROZEN
50280,6,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, bottles",2-3 days,opened,REFRIGERATED
50280,7,DIARY,"Shredded cheddar, mozzarella, etc.",3-4 months,,FROZEN
50280,8,BAKING,Baking soda,18 months,unopened,SHELF
50280,9,SHELF_ITEM,"Oils, vegetable oil sprays",2 years,unopened,SHELF
50280,10,DIARY,Pudding,2 days,opened,REFRIGERATED
50280,11,BAKERY,"Pies, pumpkin",3-4 days,,REFRIGERATED
50280,12,FROZEN_ITEM,Lobster tails,3 months,,FROZEN
50280,13,SOY,"Soy or rice beverage, Textured soy protein (TSP)",3-4 months,opened,SHELF
50280,14,FROZEN_ITEM,Lobster tails,2 days,,THAWED
50280,15,SHELLFISH,Live lobsters,1-2 days,,REFRIGERATED
50281,1,VEGETABLES,Eggplant,6-8 months,,FROZEN
50281,2,SHELF_ITEM,"Coffee, whole beans",1 week,opened,SHELF
50281,3,BAKING,"Frosting, Frosting mixes",12 months,unopened,SHELF
50281,4,BAKING,"Cornmeal, regular, degerminated",6-12 months,unopened,SHELF
50281,5,BAKERY,"Pies, fruit",1 week,,REFRIGERATED
50281,6,VEGETABLES,Cabbage,1-2 weeks,,REFRIGERATED
50281,7,PROCESSED_MEAT,Bacon,1 month,,FROZEN
50281,8,FROZEN_ITEM,"Topping, whipped",6 months,,FROZEN
50281,9,FRUIT,Bananas,1 month,Whole peeled,FROZEN
50281,10,CONDIMENTS,Pickles,1-2 weeks,opened,REFRIGERATED
50281,11,DIARY,"Shredded cheddar, mozzarella, etc.",3-4 months,,FROZEN
50281,12,BAKING,Cornstarch,18 months,opened,SHELF
50281,13,BAKING,Biscuit or pancake mix,15 months,unopened,SHELF
50281,14,FROZEN_ITEM,Guacamole,3-4 days,,THAWED
50281,15,SHELF_ITEM,"Shortening, solid",3 months,opened,SHELF
50281,16,SHELF_ITEM,"Spices, ground",2-3 years,unopened,SHELF
50281,17,SHELF_ITEM,"Juice, boxes",4-6 months,unopened,SHELF
50282,1,BAKING,"Frosting, Frosting mixes",12 months,unopened,SHELF
50282,2,VEGETABLES,"Peppers, bell or chile",6-8 months,,FROZEN
50282,3,SHELF_ITEM,"Shortening, solid",8 months,unopened,SHELF
50282,4,FISH,Surimi seafood,3-4 days,,REFRIGERATED
50282,5,VEGETABLES,Turnips,8-10 months,,FROZEN
50282,6,VEGETABLES,Potatoes,10-12 months,Cooked and mashed,FROZEN
50282,7,BAKING,"Flour, whole wheat",6-8 months,opened,REFRIGERATED
50282,8,SHELLFISH,"Shucked clams, mussels and oysters",3-4 months,,FROZEN
50282,9,BAKERY,"Bread, flat (tortillas, pita)",4 months,,FROZEN
50282,10,SHELF_ITEM,"Herbs, dried",1-2 years,unopened,SHELF
50282,11,FROZEN_ITEM,"Fish, breaded",3-6 months,,FROZEN
50282,12,BAKING,Cornstarch,18 months,opened,SHELF
50282,13,DELI_ITEM,Olives,2 weeks,,REFRIGERATED
50282,14,CONDIMENTS,Pickles,1-2 weeks,opened,REFRIGERATED
50282,15,FROZEN_ITEM,"Sausages, uncooked",1-2 months,,FROZEN
50282,16,FROZEN_ITEM,"Pancakes, Waffles",2 months,,FROZEN
50282,17,PROCESSED_POULTRY,Pieces covered with broth or gravy,6 months,,FROZEN
50283,1,VEGETABLES,Cauliflower,3-5 days,,REFRIGERATED
50283,2,DIARY,Sour cream,Do not freeze,,FROZEN
50283,3,FROZEN_ITEM,Egg substitutes,12 months,,FROZEN
50283,4,CONDIMENTS,"Barbecue sauce, bottled",4 months,opened,REFRIGERATED
50283,5,FROZEN_ITEM,"Fish, breaded",3-6 months,,FROZEN
50283,6,SHELLFISH,"Shucked clams, mussels and oysters",3-4 months,,FROZEN
50283,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED
50283,8,SHELF_ITEM,"Gravy, dry gravy mixes",2 years,unopened,SHELF
50283,9,PROCESSED_POULTRY,"Lunch meats, sealed in package",1-2 months,,FROZEN
50283,10,VEGETABLES,Beets,1 day,,SHELF
50283,11,SHELF_ITEM,"Peas, dried split",12 months,unopened,SHELF
